annotation_id,expert,label_studio_filename,actual_image_filename,image_path,dataset,dataset_id,style,lookup_key,simplified_text,human_score,is_iaa,clip_score
130,Expert_A,0620.png,0620_simpa_simpa_395_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0620_simpa_simpa_395_technical.png,simpa,395,technical,simpa_395,"The Phase 1 Study was completed on 9 November 2012. It provides a first assessment of emissions only from transport. It considers the main contributors to these emissions, and the likely impact of improvements to the vehicle fleet by 2015.",5,False,0.280945748090744
131,Expert_A,0623.png,0623_simpa_simpa_211_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0623_simpa_simpa_211_minimalistic.png,simpa,211,minimalistic,simpa_211,You can only stay for 2 hours in on-street pay and display bays in the city centre with your green permit (with the exception of pay and displays in Central Zone 3 where there is no time limit),1,False,0.20460347831249237
132,Expert_A,0626.png,0626_onestopenglish_onestop_364_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0626_onestopenglish_onestop_364_retro.png,onestop,364,retro,onestop_364,"It is a fantasy world, based in a particular time in history.",9,False,0.2271331548690796
133,Expert_A,0635.png,0635_asset_asset_207_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0635_asset_asset_207_digital art.png,asset,207,digital art,asset_207,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",9,False,0.27408847212791443
134,Expert_A,0641_IAA.png,0641_simpa_simpa_486_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0641_simpa_simpa_486_retro.png,simpa,486,retro,simpa_486,It has 6 training rooms that have been designed to help people give presentations including the Smart Board for interactive learning.,3,True,0.17766572535037994
135,Expert_A,0643.png,0643_onestopenglish_onestop_227_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0643_onestopenglish_onestop_227_retro.png,onestop,227,retro,onestop_227,What is it like to look at the last of something?,0,False,0.21225517988204956
136,Expert_A,0644.png,0644_wikipedia_wikipedia_305_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0644_wikipedia_wikipedia_305_minimalistic.png,wikipedia,305,minimalistic,wikipedia_305,"Silverwing is a best-selling novel, written by Kenneth Oppel, published in 1997 by Simon Schuster It tells the story of a group of silverwing bats.",1,False,0.2279449850320816
137,Expert_A,0656.png,0656_simpa_simpa_260_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0656_simpa_simpa_260_3d rendered.png,simpa,260,3d rendered,simpa_260,Tell us which activities you wish to hold and when they will take place. You need to do this when you make your application.,0,False,0.14791694283485413
138,Expert_A,0663_IAA.png,0663_simpa_simpa_486_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0663_simpa_simpa_486_technical.png,simpa,486,technical,simpa_486,It has 6 training rooms that have been designed to help people give presentations including the Smart Board for interactive learning.,8,True,0.21266837418079376
139,Expert_A,0667.png,0667_wikipedia_wikipedia_184_realistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0667_wikipedia_wikipedia_184_realistic.png,wikipedia,184,realistic,wikipedia_184,The Royal Canadian Navy (RCN)was the navy of Canada from 1911 to 1968.,10,False,0.24504394829273224
140,Expert_A,0672_IAA.png,0672_wikipedia_wikipedia_205_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0672_wikipedia_wikipedia_205_storybook.png,wikipedia,205,storybook,wikipedia_205,"This subtemplate of is used to determine the length of the input, up to 10 characters in length.",0,True,0.20206810534000397
141,Expert_A,0678.png,0678_simpa_simpa_431_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0678_simpa_simpa_431_cartoon.png,simpa,431,cartoon,simpa_431,"In July 2017, the Council worked with Sheffield University to carry out independent tests on the cladding of 20 council tower blocks in Sheffield.",0,False,0.23946528136730194
142,Expert_A,0680.png,0680_simpa_simpa_103_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0680_simpa_simpa_103_storybook.png,simpa,103,storybook,simpa_103,For detailed information on the EU Services Directive and Points of Single Contact as well as gaining information on other member states from the European Commission.,1,False,0.27495723962783813
143,Expert_A,0697.png,0697_wikipedia_wikipedia_413_realistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0697_wikipedia_wikipedia_413_realistic.png,wikipedia,413,realistic,wikipedia_413,A classic example of this is the replacement of the non-avian dinosaurs at the end of the Cretaceous with mammals in the Palaeocene.,8,False,0.23738659918308258
144,Expert_A,0720.png,0720_wikipedia_wikipedia_436_realistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0720_wikipedia_wikipedia_436_realistic.png,wikipedia,436,realistic,wikipedia_436,"Summer Olympics 0 The 1896 Summer Olympics, officially known as the Games of the I Olympiad, were celebrated in Athens, Greece from April 6, through April 15.",5,False,0.27140748500823975
145,Expert_A,0741.png,0741_onestopenglish_onestop_198_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0741_onestopenglish_onestop_198_cartoon.png,onestop,198,cartoon,onestop_198,Nearly 80% of young smartphone owners regularly use a social networking application but two-thirds use more than one.,3,False,0.22308266162872314
146,Expert_A,0743_IAA.png,0743_wikipedia_wikipedia_314_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0743_wikipedia_wikipedia_314_geometric.png,wikipedia,314,geometric,wikipedia_314,0 1970 (MCMLXX)was a common year starting on Thursday.,0,True,0.1950094997882843
147,Expert_A,0752.png,0752_onestopenglish_onestop_107_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0752_onestopenglish_onestop_107_storybook.png,onestop,107,storybook,onestop_107,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",0,False,0.12861454486846924
148,Expert_A,0756.png,0756_onestopenglish_onestop_382_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0756_onestopenglish_onestop_382_technical.png,onestop,382,technical,onestop_382,These layers turn the mirror into a thermal radiator.,3,False,0.28911542892456055
149,Expert_A,0762_IAA.png,0762_simpa_simpa_262_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0762_simpa_simpa_262_retro.png,simpa,262,retro,simpa_262,"Your child may be able to get support for travel. They can get this if they have a Statement of Special Educational Needs (SEN) or an Educational Health Care Plan (EHCP), or if they are being assessed for an EHCP.",0,True,0.2228669375181198
150,Expert_A,0765_IAA.png,0765_wikipedia_wikipedia_205_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0765_wikipedia_wikipedia_205_digital art.png,wikipedia,205,digital art,wikipedia_205,"This subtemplate of is used to determine the length of the input, up to 10 characters in length.",0,True,0.21208514273166656
151,Expert_A,0768_IAA.png,0768_asset_asset_271_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0768_asset_asset_271_retro.png,asset,271,retro,asset_271,"In March 2001, the World Wrestling Federation bought World Championship Wrestling.",0,True,0.17383188009262085
152,Expert_A,0769.png,0769_wikipedia_wikipedia_187_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0769_wikipedia_wikipedia_187_3d rendered.png,wikipedia,187,3d rendered,wikipedia_187,"One of its first successes was the European Convention on Human Rights in 1950, which serves as the basis for the European Court of Human Rights.",0,False,0.20827990770339966
153,Expert_A,0773.png,0773_simpa_simpa_431_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0773_simpa_simpa_431_digital art.png,simpa,431,digital art,simpa_431,"In July 2017, the Council worked with Sheffield University to carry out independent tests on the cladding of 20 council tower blocks in Sheffield.",0,False,0.18983441591262817
154,Expert_A,0778_IAA.png,0778_asset_asset_435_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0778_asset_asset_435_technical.png,asset,435,technical,asset_435,"Platform game, or platformer, is a video game genre where characters jump to and from suspended platforms or over obstacles.",0,True,0.2606213390827179
155,Expert_A,0798.png,0798_asset_asset_207_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0798_asset_asset_207_geometric.png,asset,207,geometric,asset_207,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",0,False,0.19018498063087463
156,Expert_A,0803.png,0803_onestopenglish_onestop_482_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0803_onestopenglish_onestop_482_3d rendered.png,onestop,482,3d rendered,onestop_482,"The top manufacturers all want to work with him, he says, because they have the technology, they just find it difficult to sell it.",0,False,0.14618906378746033
157,Expert_A,0805.png,0805_wikipedia_wikipedia_436_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0805_wikipedia_wikipedia_436_geometric.png,wikipedia,436,geometric,wikipedia_436,"Summer Olympics 0 The 1896 Summer Olympics, officially known as the Games of the I Olympiad, were celebrated in Athens, Greece from April 6, through April 15.",3,False,0.27471235394477844
158,Expert_A,0808_IAA.png,0808_simpa_simpa_138_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0808_simpa_simpa_138_artistic.png,simpa,138,artistic,simpa_138,A collector's licence allows the holder to work as a mobile collector in the area of the relevant local force. It also allows them to collect any scrap metal as they see fit.,0,True,0.2495967000722885
159,Expert_A,0812_IAA.png,0812_wikipedia_wikipedia_265_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0812_wikipedia_wikipedia_265_technical.png,wikipedia,265,technical,wikipedia_265,0 The Renault R 312 is a bus produced by Renault.,1,True,0.19785568118095398
160,Expert_A,0813.png,0813_asset_asset_036_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0813_asset_asset_036_technical.png,asset,036,technical,asset_036,It is the largest non-spherical shaped moon in the solar system.,0,False,0.21150599420070648
161,Expert_A,0814_IAA.png,0814_wikipedia_wikipedia_322_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0814_wikipedia_wikipedia_322_technical.png,wikipedia,322,technical,wikipedia_322,Phoenix is a robotic spacecraft on a space exploration mission on Mars under the Mars Scout Program.,3,True,0.17615245282649994
162,Expert_A,0821.png,0821_wikipedia_wikipedia_100_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0821_wikipedia_wikipedia_100_artistic.png,wikipedia,100,artistic,wikipedia_100,Courfaivre is a municipality of the district of Del mont in the canton of Jura in Switzerland.,0,False,0.18280892074108124
163,Expert_A,0833.png,0833_wikipedia_wikipedia_187_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0833_wikipedia_wikipedia_187_cartoon.png,wikipedia,187,cartoon,wikipedia_187,"One of its first successes was the European Convention on Human Rights in 1950, which serves as the basis for the European Court of Human Rights.",0,False,0.28933408856391907
164,Expert_A,0837.png,0837_onestopenglish_onestop_114_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0837_onestopenglish_onestop_114_cartoon.png,onestop,114,cartoon,onestop_114,We think it was John D White in the US.,1,False,0.16483138501644135
165,Expert_A,0852.png,0852_simpa_simpa_424_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0852_simpa_simpa_424_3d rendered.png,simpa,424,3d rendered,simpa_424,"The Peace Gardens form the central part of a wonderful walk, taking visitors from Sheffield Railway Station through a series of exciting new developments. Each development has its own distinctive lighting, public art and water features.",9,False,0.22847263514995575
166,Expert_A,0853_IAA.png,0853_wikipedia_wikipedia_265_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0853_wikipedia_wikipedia_265_artistic.png,wikipedia,265,artistic,wikipedia_265,0 The Renault R 312 is a bus produced by Renault.,16,True,0.2470441460609436
167,Expert_A,0861.png,0861_onestopenglish_onestop_107_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0861_onestopenglish_onestop_107_minimalistic.png,onestop,107,minimalistic,onestop_107,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",1,False,0.17824092507362366
168,Expert_A,0870.png,0870_wikipedia_wikipedia_101_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0870_wikipedia_wikipedia_101_3d rendered.png,wikipedia,101,3d rendered,wikipedia_101,Merelbeke is a municipality located in the Belgian province of East Flanders.,9,False,0.26929086446762085
169,Expert_A,0876.png,0876_onestopenglish_onestop_382_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0876_onestopenglish_onestop_382_retro.png,onestop,382,retro,onestop_382,These layers turn the mirror into a thermal radiator.,1,False,0.28958478569984436
170,Expert_A,0885.png,0885_onestopenglish_onestop_198_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0885_onestopenglish_onestop_198_retro.png,onestop,198,retro,onestop_198,Nearly 80% of young smartphone owners regularly use a social networking application but two-thirds use more than one.,8,False,0.2509700059890747
171,Expert_A,0891.png,0891_wikipedia_wikipedia_104_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0891_wikipedia_wikipedia_104_storybook.png,wikipedia,104,storybook,wikipedia_104,Berlei is a brand of women 's underwear and in particular bras and girdles.,6,False,0.24432191252708435
172,Expert_A,0893.png,0893_simpa_simpa_424_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0893_simpa_simpa_424_digital art.png,simpa,424,digital art,simpa_424,"The Peace Gardens form the central part of a wonderful walk, taking visitors from Sheffield Railway Station through a series of exciting new developments. Each development has its own distinctive lighting, public art and water features.",8,False,0.17806240916252136
173,Expert_A,0895.png,0895_simpa_simpa_212_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0895_simpa_simpa_212_digital art.png,simpa,212,digital art,simpa_212,"You chould provide a list of items included with the tenancy, and check it with the tennant.  The tenant should be encouraged to take care of these items.",8,False,0.2279602587223053
174,Expert_A,0896.png,0896_simpa_simpa_479_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0896_simpa_simpa_479_cartoon.png,simpa,479,cartoon,simpa_479,A local development is formed for Brightside Shiregreen by putting together high level plans.,0,False,0.1870906949043274
175,Expert_A,0905.png,0905_asset_asset_207_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0905_asset_asset_207_cartoon.png,asset,207,cartoon,asset_207,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",1,False,0.2631339728832245
176,Expert_A,0908.png,0908_simpa_simpa_395_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0908_simpa_simpa_395_digital art.png,simpa,395,digital art,simpa_395,"The Phase 1 Study was completed on 9 November 2012. It provides a first assessment of emissions only from transport. It considers the main contributors to these emissions, and the likely impact of improvements to the vehicle fleet by 2015.",5,False,0.2362806349992752
177,Expert_A,0909.png,0909_wikipedia_wikipedia_071_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0909_wikipedia_wikipedia_071_digital art.png,wikipedia,071,digital art,wikipedia_071,"Ernestine Jane Geraldine Russell, known simply as Jane Russell (21 June 1921 - 28 February 2011)was an American actress, born in Minnesota.",9,False,0.1806327998638153
178,Expert_A,0911_IAA.png,0911_simpa_simpa_486_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0911_simpa_simpa_486_geometric.png,simpa,486,geometric,simpa_486,It has 6 training rooms that have been designed to help people give presentations including the Smart Board for interactive learning.,1,True,0.14538611471652985
179,Expert_A,0912_IAA.png,0912_simpa_simpa_255_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0912_simpa_simpa_255_cartoon.png,simpa,255,cartoon,simpa_255,Letterbox Service (a private service allowing exchange of letters between adopters and birth families),9,True,0.26199445128440857
180,Expert_A,0926.png,0926_wikipedia_wikipedia_192_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0926_wikipedia_wikipedia_192_technical.png,wikipedia,192,technical,wikipedia_192,"Slocomb is a city in Geneva County, Alabama, United States.",10,False,0.20035454630851746
181,Expert_A,0935.png,0935_simpa_simpa_479_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0935_simpa_simpa_479_technical.png,simpa,479,technical,simpa_479,A local development is formed for Brightside Shiregreen by putting together high level plans.,0,False,0.2155882567167282
182,Expert_A,0940_IAA.png,0940_onestopenglish_onestop_092_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0940_onestopenglish_onestop_092_geometric.png,onestop,092,geometric,onestop_092,"One of the boyfriends wrote to me and said, Listen, shes not mad but Cynthia found out.",0,True,0.11305367946624756
183,Expert_A,0944_IAA.png,0944_asset_asset_032_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0944_asset_asset_032_digital art.png,asset,032,digital art,asset_032,"He traveled over 200,000 miles. It was an achievement for those times.",5,True,0.22844871878623962
184,Expert_A,0946.png,0946_onestopenglish_onestop_227_realistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0946_onestopenglish_onestop_227_realistic.png,onestop,227,realistic,onestop_227,What is it like to look at the last of something?,0,False,0.20064839720726013
185,Expert_A,0950.png,0950_wikipedia_wikipedia_164_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0950_wikipedia_wikipedia_164_artistic.png,wikipedia,164,artistic,wikipedia_164,Victor Amadeus I (8 May 1587 7 October 1637)was the Duke of Savoy from 1630 to 1637.,0,False,0.14418552815914154
186,Expert_A,0952.png,0952_asset_asset_036_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0952_asset_asset_036_artistic.png,asset,036,artistic,asset_036,It is the largest non-spherical shaped moon in the solar system.,2,False,0.18332158029079437
187,Expert_A,0958.png,0958_onestopenglish_onestop_114_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0958_onestopenglish_onestop_114_geometric.png,onestop,114,geometric,onestop_114,We think it was John D White in the US.,0,False,0.15708476305007935
188,Expert_A,0968.png,0968_simpa_simpa_212_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0968_simpa_simpa_212_storybook.png,simpa,212,storybook,simpa_212,"You chould provide a list of items included with the tenancy, and check it with the tennant.  The tenant should be encouraged to take care of these items.",0,False,0.19834133982658386
189,Expert_A,0980_IAA.png,0980_wikipedia_wikipedia_334_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0980_wikipedia_wikipedia_334_technical.png,wikipedia,334,technical,wikipedia_334,In Mask fetishism is persons wants to see another person wearing mask or taking off a mask.,4,True,0.22849109768867493
190,Expert_A,0985.png,0985_asset_asset_400_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0985_asset_asset_400_geometric.png,asset,400,geometric,asset_400,Two eclipses by Psyche were seen in march and may of 2002.,0,False,0.17646083235740662
191,Expert_A,0994_IAA.png,0994_wikipedia_wikipedia_099_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0994_wikipedia_wikipedia_099_cartoon.png,wikipedia,099,cartoon,wikipedia_099,"P re David 's Deer (Elaphurus davidianus,)Milu in Chinese (), is a species of deer known only in zoos.",9,True,0.21944987773895264
192,Expert_A,0996.png,0996_onestopenglish_onestop_340_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0996_onestopenglish_onestop_340_retro.png,onestop,340,retro,onestop_340,"I will never forget the wonderful memories he has given us, like that magical night in Moscow.",1,False,0.19721367955207825
193,Expert_A,0997.png,0997_onestopenglish_onestop_396_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0997_onestopenglish_onestop_396_technical.png,onestop,396,technical,onestop_396,The report said that some waiters are made to pay a 15% administration fee on tips that customers pay by credit or debit card.,1,False,0.2537743151187897
194,Expert_A,1001_IAA.png,1001_wikipedia_wikipedia_334_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1001_wikipedia_wikipedia_334_retro.png,wikipedia,334,retro,wikipedia_334,In Mask fetishism is persons wants to see another person wearing mask or taking off a mask.,0,True,0.21311238408088684
195,Expert_A,1004.png,1004_simpa_simpa_288_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1004_simpa_simpa_288_cartoon.png,simpa,288,cartoon,simpa_288,"ESCAL includes a range of services, projects, initiatives and strategies already being delivered to parents and young children across the city.",0,False,0.1920986920595169
196,Expert_A,1005.png,1005_wikipedia_wikipedia_184_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1005_wikipedia_wikipedia_184_artistic.png,wikipedia,184,artistic,wikipedia_184,The Royal Canadian Navy (RCN)was the navy of Canada from 1911 to 1968.,8,False,0.3037077784538269
197,Expert_A,1009.png,1009_wikipedia_wikipedia_144_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1009_wikipedia_wikipedia_144_retro.png,wikipedia,144,retro,wikipedia_144,Some magic words like END might also have the desired effect of doing nothing.,0,False,0.24888435006141663
198,Expert_A,1016.png,1016_onestopenglish_onestop_364_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1016_onestopenglish_onestop_364_cartoon.png,onestop,364,cartoon,onestop_364,"It is a fantasy world, based in a particular time in history.",2,False,0.2269444614648819
199,Expert_A,1017.png,1017_asset_asset_137_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1017_asset_asset_137_geometric.png,asset,137,geometric,asset_137,"In 1810, the County Seat was later moved to the City of Daphne in 1868.",0,False,0.10360143333673477
200,Expert_A,1018.png,1018_simpa_simpa_431_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1018_simpa_simpa_431_artistic.png,simpa,431,artistic,simpa_431,"In July 2017, the Council worked with Sheffield University to carry out independent tests on the cladding of 20 council tower blocks in Sheffield.",5,False,0.14301668107509613
201,Expert_A,1019_IAA.png,1019_wikipedia_wikipedia_222_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1019_wikipedia_wikipedia_222_minimalistic.png,wikipedia,222,minimalistic,wikipedia_222,"Cytomegalovirus (from the Greek cyto -, cell '', and - megalo -, large '')is a viral genus of the Herpesviruses group in humans it is commonly known as HCMV or Human Herpesvirus 5 (HHV-5).",0,True,0.22191394865512848
202,Expert_A,1023.png,1023_wikipedia_wikipedia_446_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1023_wikipedia_wikipedia_446_artistic.png,wikipedia,446,artistic,wikipedia_446,"The 2001 2008 Bionicle story arc was set in a world inhabited predominantly by part-organic, part-machine beings (most notably the Matoran)in a subterranean world, which exists in massive domes underground.",0,False,0.11487196385860443
203,Expert_A,1034.png,1034_onestopenglish_onestop_364_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1034_onestopenglish_onestop_364_geometric.png,onestop,364,geometric,onestop_364,"It is a fantasy world, based in a particular time in history.",2,False,0.21796905994415283
204,Expert_A,1036.png,1036_wikipedia_wikipedia_305_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1036_wikipedia_wikipedia_305_storybook.png,wikipedia,305,storybook,wikipedia_305,"Silverwing is a best-selling novel, written by Kenneth Oppel, published in 1997 by Simon Schuster It tells the story of a group of silverwing bats.",4,False,0.23666268587112427
205,Expert_A,1037_IAA.png,1037_wikipedia_wikipedia_099_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1037_wikipedia_wikipedia_099_technical.png,wikipedia,099,technical,wikipedia_099,"P re David 's Deer (Elaphurus davidianus,)Milu in Chinese (), is a species of deer known only in zoos.",4,True,0.18138925731182098
206,Expert_A,1040.png,1040_wikipedia_wikipedia_446_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\1040_wikipedia_wikipedia_446_cartoon.png,wikipedia,446,cartoon,wikipedia_446,"The 2001 2008 Bionicle story arc was set in a world inhabited predominantly by part-organic, part-machine beings (most notably the Matoran)in a subterranean world, which exists in massive domes underground.",1,False,0.18552541732788086
